,Fundo,Emissão,Preço,DatadeEncerramento,CaptaçãoFinal,ResultadodoRateio,TipodeOferta,DatadeConversão,LiberaçãodoLockup,YouTube,Database,PeríododeNegociação,PeríododePreferência,PeríododeSobras,PeríodoPúblico,ProporçãodePreferência,ProporçãodeSobras,InvestimentoMínimo,CaptaçãoMínima,CaptaçãoMáxima,CoordenadorLíder,MétododeRateio,Observações,Documentação,PreçoTotalM
263,RSPD11,2ª,"R$ 1.066,58",03.03.20,,,Oferta Restrita (ICVM 476),,,,03.02.20,04.02 até 17.02.20,04.02 até 17.02.20Liquidação: 02.03.20,Não há,18.02 até 21.02.20Liquidação: 02.03.20,"5,8 (580%)",,"R$ 1.066,58 ( cotas)","R$ 20.000.508,16","R$ 154.654.100,00",RB Capital,Não há,,,"R$ 1.066,58"
264,RVBI11,1ª,"R$ 100,00",,,,Oferta Pública (ICVM 400),10.02.20,Não há,,Não há,Não há,Não há,Não há,21.01 até 29.01.20Liquidação: 04.02.20,,,"R$ 25.000,00 ( cotas)","R$ 30.000.000,00","R$ 144.000.000,00 (R$ 120.000.000,00 + Lote Adicional de R$ 24.000.000,00)",XP Investimentos,Igualitário (Linear),,,"R$ 100,00"
265,RZAK11,1ª,"R$ 100,00",,"R$ 300.173.400,00",,Oferta Pública (ICVM 400),29.12.20,Não há,,Não há,Não há,Não há,Não há,16.10 até 19.11.20Liquidação: 21.12.20,Não há,,"R$ 25.000,00 (250 cotas)","R$ 300.000.000,00","R$ 600.000.000,00 (R$ 500.000.000,00 + Lote Adicional de R$ 100.000.000,00)",XP Investimentos,Igualitário (Linear),Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128365&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128366&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=134700&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>","R$ 100,00 (Cota de R$ 96,49 + Taxa de R$ 3,51)"
266,RZTR11,1ª,"R$ 100,00",05.10.20,"R$ 489.732.800,00",,Oferta Pública (ICVM 400),13.10.20,Não há,,Não há,Não há,Não há,Não há,14.09 até 28.09.20Liquidação: 02.10.20,Não há,,"R$ 25.000,00 (250 cotas)","R$ 300.000.000,00","R$ 900.000.000,00 (R$ 750.000.000,00 + Lote Adicional de R$ 150.000.000,00)",XP Investimentos,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=119982&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=120414&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão das Cotas</a></td>","R$ 100,00 (Cota de R$ 95,97 + Taxa de R$ 4,03)"
267,RZTR11,2ª,"R$ 101,57",03.05.21,"R$ 599.692.275,00",,Oferta Pública (ICVM 400),12.05.21,Não há,,17.03.21,24.03 até 01.04.21,24.03 até 06.04.21Liquidação: 26.04.21,Não há,24.03 até 09.04.21Liquidação: 30.04.21,"1,04714366691 (104,71%)",,"R$ 10.055,43 (99 cotas)","R$ 100.000.095,00","R$ 600.000.082,50 (R$ 500.000.085,00 + Lote Adicional de R$ 99.999.997,50)",XP Investimentos,Proporcional,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=156822&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=165869&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=157469&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=160535&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Modificação de Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=170381&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Encerramento da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=171888&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","R$ 101,57 (Cota de R$ 97,50 + Taxa de R$ 4,07)"
268,SARE11,1ª,"R$ 102,00",,,,Oferta Pública (ICVM 400),,Não há,,Não há,Não há,Não há,Não há,21.11 até 17.12.19Liquidação: 04.06.20,Não há,,"R$ 20.400,00 ( cotas)","R$ 120.000.000,00","R$ 360.000.000,00 (R$ 300.000.000,00 + Lote Adicional de R$ 60.000.000,00)",,,,,"R$ 102,00 (Cota de R$ 100,00 + Taxa de R$ 2,00)"
269,SARE11,2ª,"R$ 101,64",11.11.20,"R$ 175.700.937,42",,Oferta Restrita (ICVM 476),18.12.20,18.01.21,,07.08.20,Não há,14.08 até 26.08.20Liquidação: 28.08.20,31.08 até 03.09.20Liquidação: 10.09.20,Não há,"1,0555 (105,55%)",,Não há,"R$ 150.210.000,00","R$ 456.638.400,00 (R$ 380.532.000,00 + Lote Adicional de R$ 76.106.400,00)",Banco Santander,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=110442"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125472&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=131238"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>","R$ 101,64 (Cota de R$ 100,14 + Taxa de R$ 1,50)"
270,SARE11,3ª,"R$ 102,27",18.06.21,"R$ 389.026.944,38",,Oferta Pública (ICVM 400),01.07.21,Não há,,13.05.21,Não há,20.05 até 01.06.21Liquidação: 04.06.21,Não há,20.05 até 09.06.21Liquidação: 15.06.21,"0,67051686094 (67,05%)",,"R$ 20.454,00 (200 cotas)","R$ 40.000.009,21","R$ 431.999.979,14 (R$ 359.999.982,62 + Lote Adicional de R$ 71.999.996,52)",Banco Santander,Proporcional,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=162442&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Minuta do Prospecto</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=162441&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=167759&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=173879&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=173875&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=173894&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=183997&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=187380&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=189167&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","R$ 102,27 (Cota de R$ 100,27 + Taxa de R$ 2,00)"
271,SDIL11,5ª,"R$ 98,56",11.02.21,"R$ 160.155.072,00",,Oferta Restrita (ICVM 476),24.02.21,23.03.21 e 05.05.21,,19.11.20,Não há,24.11 até 07.12.20Liquidação: 08.12.20,11.12 até 17.12.20Liquidação: 21.12.20,Não há,"0,5474180834 (54,74%)",,Não há,"R$ 100.000.047,04","R$ 299.999.949,64 (R$ 250.000.021,86 + Lote Adicional de R$ 49.999.927,78)",Rio Bravo,Não há,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125394&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125395&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125396&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=147734&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>","R$ 98,56 (Cota de R$ 95,74 + Taxa de R$ 2,82)"
272,SEQR11,1ª,"R$ 104,74",17.02.21,"R$ 30.000.000,00",,Oferta Pública (ICVM 400),26.02.21,Não há,"<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/7QLAA1IXmmk"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>",15.01.21,22.01 até 02.02.21,22.01 até 04.02.21Liquidação: 05.02.21,Não há,22.01 até 08.02.21Liquidação: 12.02.21,"0,72693079492 (72,69%)",,"R$ 10.474,00 (100 cotas)","R$ 30.000.000,00","R$ 103.112.400,00 (R$ 85.927.000,00 + Lote Adicional de R$ 17.185.400,00)",XP Investimentos,Igualitário (Linear),Nenhuma,"<td><a href=""https://youtu.be/7QLAA1IXmmk"" rel=""noopener noreferrer"" target=""_blank"">Vídeo-resumo da Emissão</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=140495&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=140498&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=140504&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=146162&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado de Alocação</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=149290&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=150513&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>","R$ 104,74 (Cota de R$ 100,00 + Taxa de R$ 4,74)"
273,SHDP11B,3ª,"R$ 1.507,15",28.06.21,"R$ 15.198.100,60",,Oferta Restrita (ICVM 476),22.07.21,,,09.06.21,Não há,14.06 até 24.06.21Liquidação: Não há,Não há,Não há,"0,00702072876 (0,7%)",,Não há,Não há,"R$ 15.201.114,90",BTG Pactual,,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=181833&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ata da Assembleia</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=181850&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante </a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=189000&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=196075&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","R$ 1.507,15 (Cota de R$ 1.487,32 + Taxa de R$ 19,83)"
274,SJAU11,1ª,"R$ 1.000,00",05.10.20,"R$ 45.000.000,00",,Oferta Restrita (ICVM 476),05.02.21,,,Não há,Não há,Não há,Não há,Não há,Não há,,Não há,,"R$ 45.000.000,00",,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143829&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>","R$ 1.000,00"
275,SJAU11,2ª,"R$ 21.353,33",04.11.20,"R$ 450.000.076,42",,Oferta Restrita (ICVM 476),05.02.21,,,,,,,Não há,,,Não há,,"R$ 450.000.076,42",,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143829&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>","R$ 21.353,33"
276,SNFF11,1ª,"R$ 100,00",03.05.21,"R$ 250.000.000,00",,Oferta Pública (ICVM 400),07.05.21,Não há,"<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/H_xMRl2b94o"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>",Não há,Não há,Não há,Não há,29.03 até 22.04.21Liquidação: 03.05.21,Não há,,"R$ 1.000,00 (10 cotas)","R$ 20.000.000,00","R$ 250.000.000,00",Guide Investimentos,Proporcional,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=157484&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Preliminar</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=157485&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=167396&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=167399&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=170371&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Encerramento da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=170537&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","R$ 100,00 (Cota de R$ 97,50 + Taxa de R$ 2,50)"
277,SOLR11,1ª,"R$ 1.000,00",19.05.20,"R$ 63.000.000,00",,Oferta Restrita (ICVM 476),,15.01.21,,Não há,Não há,Não há,Não há,Não há,Não há,,Não há,,,,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=138494&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>","R$ 1.000,00"
278,SPVJ11,2ª,"R$ 108,47",06.08.21,"R$ 283.333.402,30",,Oferta Restrita (ICVM 476),,,,30.10.20,Não há,04.11 até 16.11.20Liquidação: 16.11.20,Não há,Não há,"0,7061654054 (70,62%)",,Não há,"R$ 20.000.022,96","R$ 339.999.956,56 (R$ 283.333.333,28 + Lote Adicional de R$ 56.666.623,28)",Vórtx,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124433&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124427&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=201189&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>","R$ 108,47 (Cota de R$ 108,44 + Taxa de R$ 0,03)"
279,TEPP11,3ª,"R$ 88,08",22.12.20,,,Oferta Restrita (ICVM 476),11.02.21,"24.03.21, 30.03.21, 28.04.21 e 29.04.21","<td><a class=""nt_btn nt_rounded_btn"" href=""R$ 53.293.420,56"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>",19.11.20,Não há,24.11 até 04.12.20Liquidação: 07.12.20,09.12 até 14.12.20Liquidação: 21.12.20,Não há,"0,15784385013 (15,78%)",,Não há,"R$ 10.000.059,56","R$ 60.000.094,62 (R$ 50.000.035,06 + Lote Adicional de R$ 10.000.059,56)",BRL Trust,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=127113&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=127115&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=127956&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143523&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>","R$ 88,08 (Cota de R$ 87,58 + Taxa de R$ 0,50)"
280,TGAR11,10ª,"R$ 133,58",31.05.21,"R$ 503.227.083,30",,Oferta Pública (ICVM 400),07.06.21,Não há,,30.04.21,07.05 até 17.05.21,07.05 até 19.05.21Liquidação: 20.05.21,Não há,07.05 até 24.05.21Liquidação: 28.05.21,"0,44118797915 (44,12%)",,"R$ 10.018,50 (75 cotas)","R$ 30.000.053,85","R$ 504.000.132,66 (R$ 420.000.110,55 + Lote Adicional de R$ 84.000.022,11)",XP Investimentos,Igualitário (Linear),,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=162863&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=163380&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""http://sistemas.cvm.gov.br/dados/ofeanal/RJ-2021-01467/20210414_Prospecto.pdf"" rel=""noopener noreferrer"" target=""_blank"">Minuta do Prospecto</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=168652&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=168756&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=168677&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=180801&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=181157&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","R$ 133,58 (Cota de R$ 128,67 + Taxa de R$ 4,91)"
281,TGAR11,7ª,"R$ 134,91",,,,Oferta Pública (ICVM 400),,Não há,,25.10.19,01.11 até 07.11.19,01.11 até 13.11.19Liquidação: 14.11.19,Não há,05.11 até 22.11.19Liquidação: 29.11.19,"0,9923 (99,23%)",,"R$ 1.349,10 ( cotas)","R$ 30.000.000,00","R$ 240.000.033,24 (R$ 200.000.027,70 + Lote Adicional de R$ 40.000.005,54)",,,,,"R$ 134,91 (Cota de R$ 127,49 + Taxa de R$ 7,42)"
282,TGAR11,8ª,"R$ 128,00",25.08.20,,,Oferta Pública (ICVM 400),04.09.20,Não há,,27.07.20,03.08 até 11.08.20,03.08 até 13.08.20Liquidação: 14.08.20,Não há,03.08 até 19.08.20Liquidação: 25.08.20,"0,7082 (70,82%)",,"R$ 25.087,85 (196 cotas)","R$ 30.000.008,97","R$ 360.000.107,64 (R$ 300.000.089,70 + Lote Adicional de R$ 60.000.017,94)",XP Investimentos,Igualitário (Linear),Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=115021"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociação</a></td>","R$ 128,00 (Cota de R$ 122,23 + Taxa de R$ 5,77)"
283,TGAR11,9ª,"R$ 128,00",13.01.21,"R$ 171.970.312,50",,Oferta Restrita (ICVM 476),09.02.21,Não há,,04.12.20,Não há,08.12 até 18.12.20Liquidação: 22.12.20,04.01 até 07.01.21Liquidação: 12.01.21,Não há,"0,19649467479 (19,65%)",,Não há,"R$ 20.000.040,34","R$ 171.970.312,50 (R$ 143.308.593,75 + Lote Adicional de R$ 28.661.718,75)",XP Investimentos,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=130429&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=130430&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=130427&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=138617&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143968&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>","R$ 128,00 (Cota de R$ 122,29 + Taxa de R$ 5,71)"
284,TORD11,2ª,"R$ 10,59",23.11.20,"R$ 40.467.058,68",,Oferta Restrita (ICVM 476),14.12.20,14.12.20,,30.07.20,Não há,31.07 até 14.08.20Liquidação: 18.08.20,19.08 até 24.08.20Liquidação: 28.08.20,Não há,"1,10209858736435 (110,21%)",,Não há,"R$ 15.000.004,29","R$ 48.000.009,49 (R$ 40.000.007,91 + Lote Adicional de R$ 8.000.001,58)",Órama DTVM,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=108887&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=108888&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=108886&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=110064&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Retificação de Preço</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=131504&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>","R$ 10,59"
