,Fundo,DatadeConversão,PreçonaSubscrição,Emissão,LiberaçãodoLockup,Documentos
137,MCCI11,15.12.20,"R$ 100,00",4ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=117898&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=117899&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122540&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122539&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=123066&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=129561&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=131520&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>"
138,TORD11,14.12.20,"R$ 10,59",2ª,14.12.20,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=108887&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=108888&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=108886&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=110064&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Retificação de Preço</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=131504&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>"
139,XPSF11,11.12.20,"R$ 92,00",3ª,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122284&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122174&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122276&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125268&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a></td>"
140,RECR11,10.12.20,"R$ 90,00",8ª,08.02.21,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118807&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118802&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118808&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122799&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=126674&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=129498&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>"
141,BTLG11,08.12.20,"R$ 103,50",9ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=115235"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=115237"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=117720&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=115238"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=115263&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=117719&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=124609&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=130452&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>"
142,XPPR11,07.12.20,"R$ 81,77",2ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=117685&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=117684&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122962&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122945&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122926&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Modificação de Preço</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122928&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=127673&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado de Alocação</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=129807&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=129963&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>"
143,HFOF11,03.12.20,"R$ 102,85",9ª,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120257&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120259&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato da Administradora</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120261&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=123352&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Encerramento do Período de Preferência</a></td>"
144,HLOG11,03.12.20,"R$ 115,13",3ª,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118784&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118787&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122804&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a></td>"
145,BRCO11,02.12.20,"R$ 117,02",4ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118534&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=119628&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Modificação de Cronograma</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=119641&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122315&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Comunicado ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122316&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124565&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124574&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124617&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=129509&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>"
146,HGRU11,01.12.20,"R$ 123,37",4ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=114208&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=114205&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118315&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118314&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118318&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a></td>"
147,LGCP11,01.12.20,"R$ 100,00",2ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120080&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120078&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128691&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128692&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>"
148,RRCI11,26.11.20,"R$ 100,00",1ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120559&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Modificação de Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=120560&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=128194&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociação</a></td>"
149,KNSC11,12.11.20,"R$ 100,00",1ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122959&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122958&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=123145&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Resultado da Alocação</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=123803&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=125159&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
150,HCTR11,11.11.20,"R$ 116,69",6ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=122447&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Comunicado de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=125227&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
151,BPFF11,09.11.20,"R$ 80,51",3ª,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=121451&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124573&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
152,URPR11,09.11.20,"R$ 100,00",2ª,05.01.21 e 21.01.21,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=115874&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=115872&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=116408&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=123830&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124865&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
153,MGCR11,03.11.20,"R$ 100,00",1ª,Não há,
154,VINO11,19.10.20,"R$ 56,92",5ª,04.01.21 e 08.01.21,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=110858&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=110857&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120975&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=121183&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
155,AIEC11,16.10.20,"R$ 1,00",1ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=120864&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
156,RBRR11,16.10.20,"R$ 97,67",5ª,02.12.20 e 14.12.20,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=120799&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>"
157,LVBI11,14.10.20,"R$ 118,00",3ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=119798&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>"
158,RZTR11,13.10.20,"R$ 100,00",1ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=119982&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=120414&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão das Cotas</a></td>"
159,TRXF11,13.10.20,"R$ 103,15",3ª,30.11.20 e 28.12.20,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=119825&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Cotas</a></td>"
160,RCRB11,07.10.20,"R$ 172,96",8ª,11.12.20 e 28.12.20,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118801"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>"
161,MXRF11,02.10.20,"R$ 10,28",6ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=113400&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=117442&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>"
162,HGFF11,01.10.20,"R$ 98,38",2ª,Não há,
163,ALZR11,23.09.20,"R$ 115,01",3ª,,
164,IRDM11,15.09.20,"R$ 96,79",7ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=105448&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a> <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=115809&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
165,FEXC11,14.09.20,"R$ 101,84",10ª,24.11.20,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=115578"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
166,RBRL11,11.09.20,"R$ 105,00",2ª,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=115776&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>"
167,TGAR11,04.09.20,"R$ 128,00",8ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=115021"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociação</a></td>"
168,VILG11,04.09.20,"R$ 116,73",5ª,13.11.20,
169,BCIA11,01.09.20,"R$ 123,47",3ª,,
170,HGLG11,01.09.20,"R$ 155,37",6ª,,
171,VGIP11,14.08.20,"R$ 99,15",2ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=110271&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=111088&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Cotas</a></td>"
172,VRTA11,10.08.20,"R$ 103,05",7ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=110379&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
173,HFOF11,03.08.20,"R$ 100,36",8ª,,
174,HLOG11,03.08.20,"R$ 113,73",2ª,,
175,MGFF11,10.07.20,"R$ 86,94",5ª,10.07.20,
176,BCRI11,27.04.20,"R$ 110,00",6ª,,
177,PORD11,07.04.20,"R$ 100,68",2ª,,
178,MXRF11,03.04.20,"R$ 11,00",5ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=85197&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=89118"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>"
179,HFOF11,01.04.20,"R$ 112,96",7ª,,
180,MCCI11,01.04.20,"R$ 103,41",3ª,,
181,VGIP11,20.03.20,"R$ 100,00",1ª,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=86680&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=86756&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Cotas</a></td>"
182,XPIN11,20.03.20,"R$ 113,42",4ª,,
183,BCFF11,18.03.20,"R$ 91,39",9ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=78026&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a></td>"
184,BTLG11,18.03.20,"R$ 102,23",7ª,,
185,IRDM11,12.03.20,"R$ 101,35",6ª,17.04.20,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=79382&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=84326&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>"
186,HABT11,04.03.20,"R$ 108,65",2ª,19.05.20,
187,JSRE11,04.03.20,"R$ 111,34",7ª,,
188,XPCI11,04.03.20,"R$ 100,51",2ª,Não há,
189,PATC11,02.03.20,"R$ 104,50",2ª,,
190,HOSI11,21.02.20,"R$ 100,00",1ª,,
191,XPSF11,17.02.20,"R$ 100,00",2ª,Não há,
192,RVBI11,10.02.20,"R$ 100,00",1ª,Não há,
193,VISC11,07.02.20,"R$ 126,50",6ª,Não há,
194,HGCR11,03.02.20,"R$ 110,05",7ª,,
195,RECR11,17.01.20,"R$ 100,00",6ª,19.03.20,
196,OULG11B,16.01.20,"R$ 108,00",7ª,Não há,
197,VGIR11,15.01.20,"R$ 100,00",4ª,18.03.20,
198,RBRP11,14.01.20,"R$ 87,45",4ª,Não há,
199,HCTR11,13.01.20,"R$ 113,46",3ª,20.03.20,
200,IRDM11,06.01.20,"R$ 100,61",5ª,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=64011&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=64007&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=73756&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>"
201,MXRF11,06.01.20,"R$ 10,89",4ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=72341&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=74350&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão das Cotas</a></td>"
202,FIGS11,02.01.20,"R$ 67,11",2ª,,
203,HFOF11,02.01.20,"R$ 103,45",6ª,,
204,HGRU11,02.01.20,"R$ 110,78",2ª,Não há,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=70117"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>"
205,RCRB11,04.11.19,"R$ 171,93",7ª,,
206,HGRE11,01.11.19,"R$ 144,88",8ª,,
207,IBFF11,11.10.19,"R$ 100,00",1ª,,
208,RECR11,05.10.19,"R$ 100,00",5ª,,
209,XPLG11,02.10.19,"R$ 101,00",3ª,Não há,
210,HGBS11,01.10.19,"R$ 236,62",8ª,,
211,HGCR11,01.10.19,"R$ 108,54",6ª,,
212,MXRF11,16.05.19,,3ª,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=44148&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aprovação da Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=48073&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão das Cotas</a></td>"
